name,smiles,inchikey,set
SULOCTIDIL,CCCCCCCCNC(C)C(O)c1ccc(SC(C)C)cc1,BFCDFTHTSVTWOG-UHFFFAOYSA-N,approved drug
SPIPERONE,O=C(CCCN1CCC2(CC1)C(=O)NCN2c1ccccc1)c1ccc(F)cc1,DKGZKTPJOSAWFA-UHFFFAOYSA-N,approved drug
SULPIRIDE,CCN1CCCC1CNC(=O)c1cc(S(N)(=O)=O)ccc1OC,BGRJTUBHPOOWDU-UHFFFAOYSA-N,approved drug
SULFAMONOMETHOXINE,COc1cc(NS(=O)(=O)c2ccc(N)cc2)ncn1,WMPXPUYPYQKQCX-UHFFFAOYSA-N,approved drug
SULFAGUANIDINE,N=C(N)NS(=O)(=O)c1ccc(N)cc1,BRBKOPJOKNSWSG-UHFFFAOYSA-N,approved drug
SULFADIMETHOXINE,COc1cc(NS(=O)(=O)c2ccc(N)cc2)nc(OC)n1,ZZORFUFYDOWNEF-UHFFFAOYSA-N,approved drug
SULFAPHENAZOLE,Nc1ccc(S(=O)(=O)Nc2ccnn2-c2ccccc2)cc1,QWCJHSGMANYXCW-UHFFFAOYSA-N,approved drug
SULFACHLORPYRIDAZINE,Nc1ccc(S(=O)(=O)Nc2ccc(Cl)nn2)cc1,XOXHILFPRYWFOD-UHFFFAOYSA-N,approved drug
MEPHENESIN,Cc1ccccc1OCC(O)CO,JWDYCNIAQWPBHD-UHFFFAOYSA-N,approved drug
FLUFENAMIC ACID,O=C(O)c1ccccc1Nc1cccc(C(F)(F)F)c1,LPEPZBJOKDYZAD-UHFFFAOYSA-N,approved drug
FENOPROFEN,CC(C(=O)O)c1cccc(Oc2ccccc2)c1,RDJGLLICXDHJDY-UHFFFAOYSA-N,approved drug
FENOFIBRATE,CC(C)OC(=O)C(C)(C)Oc1ccc(C(=O)c2ccc(Cl)cc2)cc1,YMTINGFKWWXKFG-UHFFFAOYSA-N,approved drug
FENBUFEN,O=C(O)CCC(=O)c1ccc(-c2ccccc2)cc1,ZPAKPRAICRBAOD-UHFFFAOYSA-N,approved drug
ETODOLAC,CCc1cccc2c3c([nH]c12)C(CC)(CC(=O)O)OCC3,NNYBQONXHNTVIJ-UHFFFAOYSA-N,approved drug
DROPROPIZINE,OCC(O)CN1CCN(c2ccccc2)CC1,PTVWPYVOOKLBCG-UHFFFAOYSA-N,approved drug
FAMOTIDINE,NC(N)=Nc1nc(CSCC/C(N)=N\S(N)(=O)=O)cs1,XUFQPHANEAPEMJ-UHFFFAOYSA-N,approved drug
DROPERIDOL,O=C(CCCN1CC=C(n2c(=O)[nH]c3ccccc32)CC1)c1ccc(F)cc1,RMEDXOLNCUSCGS-UHFFFAOYSA-N,approved drug
GLAFENINE,O=C(OCC(O)CO)c1ccccc1Nc1ccnc2cc(Cl)ccc12,GWOFUCIGLDBNKM-UHFFFAOYSA-N,approved drug
FLUTAMIDE,CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,MKXKFYHWDHIYRV-UHFFFAOYSA-N,approved drug
FLUMEQUINE,CC1CCc2cc(F)cc3c(=O)c(C(=O)O)cn1c23,DPSPPJIUMHPXMA-UHFFFAOYSA-N,approved drug
L-glutamine,NC(=O)CC[C@H](N)C(=O)O,ZDXPYRJPNDTMRX-VKHMYHEASA-N,approved drug
AMINACRINE,Nc1c2ccccc2nc2ccccc12,XJGFWWJLMVZSIG-UHFFFAOYSA-N,approved drug
ADENINE,Nc1ncnc2[nH]cnc12,GFFGJBXGBJISGV-UHFFFAOYSA-N,approved drug
altizide,C=CCSCC1Nc2cc(Cl)c(S(N)(=O)=O)cc2S(=O)(=O)N1,VGLGVJVUHYTIIU-UHFFFAOYSA-N,approved drug
ALLANTOIN,NC(=O)NC1NC(=O)NC1=O,POJWUDADGALRAB-UHFFFAOYSA-N,approved drug
METHYLPARABEN,COC(=O)c1ccc(O)cc1,LXCFILQKKLGQFO-UHFFFAOYSA-N,approved drug
LEVOTHYROXINE,N[C@@H](Cc1cc(I)c(Oc2cc(I)c(O)c(I)c2)c(I)c1)C(=O)O,XUIIKFGFIJCVMT-LBPRGKRZSA-N,approved drug
IODIPAMIDE,O=C(CCCCC(=O)Nc1c(I)cc(I)c(C(=O)O)c1I)Nc1c(I)cc(I)c(C(=O)O)c1I,FFINMCNLQNTKLU-UHFFFAOYSA-N,approved drug
CEFACLOR,N[C@@H](C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(Cl)CS[C@H]12)c1ccccc1,QYIYFLOTGYLRGG-GPCCPHFNSA-N,approved drug
PHENOLSULFONPHTHALEIN,O=S1(=O)OC(c2ccc(O)cc2)(c2ccc(O)cc2)c2ccccc21,BELBBZDIHDAJOR-UHFFFAOYSA-N,approved drug
BUTAMBEN,CCCCOC(=O)c1ccc(N)cc1,IUWVALYLNVXWKX-UHFFFAOYSA-N,approved drug
KINETIN,c1coc(CNc2ncnc3[nH]cnc23)c1,QANMHLXAZMSUEX-UHFFFAOYSA-N,approved drug
OFTASCEINE,O=C(O)CN(CC(=O)O)Cc1cc2c(cc1O)Oc1cc(O)c(CN(CC(=O)O)CC(=O)O)cc1C21OC(=O)c2ccccc21,DEGAKNSWVGKMLS-UHFFFAOYSA-N,approved drug
NALIDIXIC ACID,CCn1cc(C(=O)O)c(=O)c2ccc(C)nc21,MHWLWQUZZRMNGJ-UHFFFAOYSA-N,approved drug
physostigmine,CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C,PIJVFDBKTWXHHD-HIFRSBDPSA-N,approved drug
N-ACETYLGLUCOSAMINE,CC(=O)N[C@H]1[C@H](O)O[C@H](CO)[C@@H](O)[C@@H]1O,OVRNDRQMDRJTHS-FMDGEEDCSA-N,approved drug
MELATONIN,COc1ccc2[nH]cc(CCNC(C)=O)c2c1,DRLFMBDRBRZALE-UHFFFAOYSA-N,approved drug
CLOZAPINE,CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,QZUDBNBUXVUHMW-UHFFFAOYSA-N,approved drug
CIMETIDINE,CN/C(=N\C#N)NCCSCc1nc[nH]c1C,AQIXAKUUQRKLND-UHFFFAOYSA-N,approved drug
CAPTOPRIL,C[C@H](CS)C(=O)N1CCC[C@H]1C(=O)O,FAKRSMQSSFJEIM-RQJHMYQMSA-N,approved drug
salbutamol,CC(C)(C)NCC(O)c1ccc(O)c(CO)c1,NDAUXUAQIAJITI-UHFFFAOYSA-N,approved drug
MYCOPHENOLIC ACID,COc1c(C)c2c(c(O)c1C/C=C(\C)CCC(=O)O)C(=O)OC2,HPNSFSBZBAHARI-RUDMXATFSA-N,approved drug
MOLSIDOMINE,CCOC(=O)[N-]c1c[n+](N2CCOCC2)no1,XLFWDASMENKTKL-UHFFFAOYSA-N,approved drug
QUERCETIN,O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,REFJWTPEDVJJIY-UHFFFAOYSA-N,approved drug
ACEMETACIN,COc1ccc2c(c1)c(CC(=O)OCC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,FSQKKOOTNAMONP-UHFFFAOYSA-N,approved drug
THEOBROMINE,Cn1cnc2c1c(=O)[nH]c(=O)n2C,YAPQBXQYLJRXSA-UHFFFAOYSA-N,approved drug
AZELAIC ACID,O=C(O)CCCCCCCC(=O)O,BDJRBEYXGGNYIS-UHFFFAOYSA-N,approved drug
SULFANILAMIDE,Nc1ccc(S(N)(=O)=O)cc1,FDDDEECHVMSUSB-UHFFFAOYSA-N,approved drug
LEVOSIMENDAN,C[C@@H]1CC(=O)NN=C1c1ccc(NN=C(C#N)C#N)cc1,WHXMKTBCFHIYNQ-SECBINFHSA-N,approved drug
LETROZOLE,N#Cc1ccc(C(c2ccc(C#N)cc2)n2cncn2)cc1,HPJKCIUCZWXJDR-UHFFFAOYSA-N,approved drug
ITOPRIDE,COc1ccc(C(=O)NCc2ccc(OCCN(C)C)cc2)cc1OC,QQQIECGTIMUVDS-UHFFFAOYSA-N,approved drug
VORICONAZOLE,C[C@@H](c1ncncc1F)[C@](O)(Cn1cncn1)c1ccc(F)cc1F,BCEHBSKCWLPMDN-MGPLVRAMSA-N,approved drug
STAVUDINE,Cc1cn([C@H]2C=C[C@@H](CO)O2)c(=O)[nH]c1=O,XNKLLVCARDGLGL-JGVFFNPUSA-N,approved drug
SERATRODAST,CC1=C(C)C(=O)C(C(CCCCCC(=O)O)c2ccccc2)=C(C)C1=O,ZBVKEHDGYSLCCC-UHFFFAOYSA-N,approved drug
RACECADOTRIL,CC(=O)SCC(Cc1ccccc1)C(=O)NCC(=O)OCc1ccccc1,ODUOJXZPIYUATO-UHFFFAOYSA-N,approved drug
PRULIFLOXACIN,Cc1oc(=O)oc1CN1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)c2n3C(C)S2)CC1,PWNMXPDKBYZCOO-UHFFFAOYSA-N,approved drug
PROCARBAZINE,CNNCc1ccc(C(=O)NC(C)C)cc1,CPTBDICYNRMXFX-UHFFFAOYSA-N,approved drug
PRANOPROFEN,CC(C(=O)O)c1ccc2c(c1)Cc1cccnc1O2,TVQZAMVBTVNYLA-UHFFFAOYSA-N,approved drug
PIDOTIMOD,O=C1CC[C@@H](C(=O)N2CSC[C@H]2C(=O)O)N1,UUTKICFRNVKFRG-WDSKDSINSA-N,approved drug
PENCICLOVIR,Nc1nc2c(ncn2CCC(CO)CO)c(=O)[nH]1,JNTOCHDNEULJHD-UHFFFAOYSA-N,approved drug
NEFAZODONE,CCc1nn(CCCN2CCN(c3cccc(Cl)c3)CC2)c(=O)n1CCOc1ccccc1,VRBKIVRKKCLPHA-UHFFFAOYSA-N,approved drug
NADIFLOXACIN,CC1CCc2c(N3CCC(O)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,JYJTVFIEFKZWCJ-UHFFFAOYSA-N,approved drug
IOPAMIDOL,C[C@H](O)C(=O)Nc1c(I)c(C(=O)NC(CO)CO)c(I)c(C(=O)NC(CO)CO)c1I,XQZXYNRDCRIARQ-LURJTMIESA-N,approved drug
LORNOXICAM,CN1C(C(=O)Nc2ccccn2)=C(O)c2sc(Cl)cc2S1(=O)=O,WLHQHAUOOXYABV-UHFFFAOYSA-N,approved drug
PHENACETIN,CCOc1ccc(NC(C)=O)cc1,CPJSUEIXXCENMM-UHFFFAOYSA-N,approved drug
HEXETIDINE,CCCCC(CC)CN1CN(CC(CC)CCCC)CC(C)(N)C1,DTOUUUZOYKYHEP-UHFFFAOYSA-N,approved drug
FLOPROPIONE,CCC(=O)c1c(O)cc(O)cc1O,PTHLEKANMPKYDB-UHFFFAOYSA-N,approved drug
DICHLOROPHEN,Oc1ccc(Cl)cc1Cc1cc(Cl)ccc1O,MDNWOSOZYLHTCG-UHFFFAOYSA-N,approved drug
BROXYQUINOLINE,Oc1c(Br)cc(Br)c2cccnc12,ZDASUJMDVPTNTF-UHFFFAOYSA-N,approved drug
aminophenazone,Cc1c(N(C)C)c(=O)n(-c2ccccc2)n1C,RMMXTBMQSGEXHJ-UHFFFAOYSA-N,approved drug
ACETARSOL,CC(=O)Nc1cc([As](=O)(O)O)ccc1O,ODFJOVXVLFUVNQ-UHFFFAOYSA-N,approved drug
ZOMEPIRAC,Cc1cc(CC(=O)O)n(C)c1C(=O)c1ccc(Cl)cc1,ZXVNMYWKKDOREA-UHFFFAOYSA-N,approved drug
WARFARIN,CC(=O)CC(c1ccccc1)c1c(O)c2ccccc2oc1=O,PJVWKTKQMONHTI-UHFFFAOYSA-N,approved drug
TRIACETIN,CC(=O)OCC(COC(C)=O)OC(C)=O,URAYPUMNDPQOKB-UHFFFAOYSA-N,approved drug
TOLNAFTATE,Cc1cccc(N(C)C(=S)Oc2ccc3ccccc3c2)c1,FUSNMLFNXJSCDI-UHFFFAOYSA-N,approved drug
TOLBUTAMIDE,CCCCNC(=O)NS(=O)(=O)c1ccc(C)cc1,JLRGJRBPOGGCBT-UHFFFAOYSA-N,approved drug
TOBRAMYCIN,NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H]2O)[C@H](N)C[C@@H]1O,NLVFBUXFDBBNBW-PBSUHMDJSA-N,approved drug
THIMEROSAL,CC[Hg]Sc1ccccc1C(=O)[O-].[Na+],RTKIYNMVFMVABJ-UHFFFAOYSA-L,approved drug
THIABENDAZOLE,c1ccc2[nH]c(-c3cscn3)nc2c1,WJCNZQLZVWNLKY-UHFFFAOYSA-N,approved drug
THEOPHYLLINE,Cn1c(=O)c2[nH]cnc2n(C)c1=O,ZFXYFBGIUFBOJW-UHFFFAOYSA-N,approved drug
SULINDAC,CC1=C(CC(=O)O)c2cc(F)ccc2/C1=C\c1ccc(S(C)=O)cc1,MLKXDPUZXIRXEP-MFOYZWKCSA-N,approved drug
SULFISOXAZOLE,Cc1noc(NS(=O)(=O)c2ccc(N)cc2)c1C,NHUHCSRWZMLRLA-UHFFFAOYSA-N,approved drug
SULFINPYRAZONE,O=C1C(CCS(=O)c2ccccc2)C(=O)N(c2ccccc2)N1c1ccccc1,MBGGBVCUIVRRBF-UHFFFAOYSA-N,approved drug
SULFATHIAZOLE,Nc1ccc(S(=O)(=O)Nc2nccs2)cc1,JNMRHUJNCSQMMB-UHFFFAOYSA-N,approved drug
SULFASALAZINE,O=C(O)c1cc(/N=N/c2ccc(S(=O)(=O)Nc3ccccn3)cc2)ccc1O,NCEXYHBECQHGNR-QZQOTICOSA-N,approved drug
SULFAPYRIDINE,Nc1ccc(S(=O)(=O)Nc2ccccn2)cc1,GECHUMIMRBOMGK-UHFFFAOYSA-N,approved drug
SULFAMETHOXAZOLE,Cc1cc(NS(=O)(=O)c2ccc(N)cc2)no1,JLKIGFTWXXRPMT-UHFFFAOYSA-N,approved drug
SULFAMETHIZOLE,Cc1nnc(NS(=O)(=O)c2ccc(N)cc2)s1,VACCAVUAMIDAGB-UHFFFAOYSA-N,approved drug
SULFAMETHAZINE,Cc1cc(C)nc(NS(=O)(=O)c2ccc(N)cc2)n1,ASWVTGNCAZCNNR-UHFFFAOYSA-N,approved drug
SULFAMERAZINE,Cc1ccnc(NS(=O)(=O)c2ccc(N)cc2)n1,QPPBRPIAZZHUNT-UHFFFAOYSA-N,approved drug
SULFADIAZINE,Nc1ccc(S(=O)(=O)Nc2ncccn2)cc1,SEEPANYCNGTZFQ-UHFFFAOYSA-N,approved drug
SULFACETAMIDE,CC(=O)NS(=O)(=O)c1ccc(N)cc1,SKIVFJLNDNKQPD-UHFFFAOYSA-N,approved drug
SULFABENZAMIDE,Nc1ccc(S(=O)(=O)NC(=O)c2ccccc2)cc1,PBCZLFBEBARBBI-UHFFFAOYSA-N,approved drug
Streptozocin,CN(N=O)C(=O)N[C@H]1[C@@H](O)O[C@H](CO)[C@@H](O)[C@@H]1O,ZSJLQEPLLKMAKR-GKHCUFPYSA-N,approved drug
SALICYLIC ACID,O=C(O)c1ccccc1O,YGSDEFSMJLZEOE-UHFFFAOYSA-N,approved drug
SODIUM SALICYLATE,O=C([O-])c1ccccc1O.[Na+],ABBQHOQBGMUPJH-UHFFFAOYSA-M,approved drug
SALICYLAMIDE,NC(=O)c1ccccc1O,SKZKKFZAGNVIMN-UHFFFAOYSA-N,approved drug
RESORCINOL,Oc1cccc(O)c1,GHMLBKRAJCXXBS-UHFFFAOYSA-N,approved drug
RESERPINE,COC(=O)[C@H]1[C@H]2C[C@@H]3c4[nH]c5cc(OC)ccc5c4CCN3C[C@H]2C[C@@H](OC(=O)c2cc(OC)c(OC)c(OC)c2)[C@@H]1OC,QEVHRUUCFGRFIF-MDEJGZGSSA-N,approved drug
PYRIMETHAMINE,CCc1nc(N)nc(N)c1-c1ccc(Cl)cc1,WKSAUQYGYAYLPV-UHFFFAOYSA-N,approved drug
PYRAZINAMIDE,NC(=O)c1cnccn1,IPEHBUMCGVEMRF-UHFFFAOYSA-N,approved drug
PROPYLTHIOURACIL,CCCc1cc(=O)[nH]c(=S)[nH]1,KNAHARQHSZJURB-UHFFFAOYSA-N,approved drug
PROBENECID,CCCN(CCC)S(=O)(=O)c1ccc(C(=O)O)cc1,DBABZHXKTCFAPX-UHFFFAOYSA-N,approved drug
PRIMIDONE,CCC1(c2ccccc2)C(=O)NCNC1=O,DQMZLTXERSFNPB-UHFFFAOYSA-N,approved drug
PRAZIQUANTEL,O=C(C1CCCCC1)N1CC(=O)N2CCc3ccccc3C2C1,FSVJFNAIGNNGKK-UHFFFAOYSA-N,approved drug
PIROXICAM,CN1C(C(=O)Nc2ccccn2)=C(O)c2ccccc2S1(=O)=O,QYSPLQLAKJAUJT-UHFFFAOYSA-N,approved drug
PIPERAZINE,C1CNCCN1,GLUUGHFHXGJENI-UHFFFAOYSA-N,approved drug
PINDOLOL,CC(C)NCC(O)COc1cccc2[nH]ccc12,JZQKKSLKJUAGIC-UHFFFAOYSA-N,approved drug
PHENYLBUTAZONE,CCCCC1C(=O)N(c2ccccc2)N(c2ccccc2)C1=O,VYMDGNCVAMGZFE-UHFFFAOYSA-N,approved drug
PHENOLPHTHALEIN,O=C1OC(c2ccc(O)cc2)(c2ccc(O)cc2)c2ccccc21,KJFMBFZCATUALV-UHFFFAOYSA-N,approved drug
PHENINDIONE,O=C1c2ccccc2C(=O)C1c1ccccc1,NFBAXHOPROOJAW-UHFFFAOYSA-N,approved drug
PHENACEMIDE,NC(=O)NC(=O)Cc1ccccc1,XPFRXWCVYUEORT-UHFFFAOYSA-N,approved drug
PARACHLOROPHENOL,Oc1ccc(Cl)cc1,WXNZTHHGJRFXKQ-UHFFFAOYSA-N,approved drug
OXYPHENBUTAZONE,CCCCC1C(=O)N(c2ccccc2)N(c2ccc(O)cc2)C1=O,HFHZKZSRXITVMK-UHFFFAOYSA-N,approved drug
OXYBENZONE,COc1ccc(C(=O)c2ccccc2)c(O)c1,DXGLGDHPHMLXJC-UHFFFAOYSA-N,approved drug
NORFLOXACIN,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)cc21,OGJPXUAPXNRGGI-UHFFFAOYSA-N,approved drug
Nitrofural,NC(=O)N/N=C/c1ccc([N+](=O)[O-])o1,IAIWVQXQOWNYOU-FPYGCLRLSA-N,approved drug
NITROFURANTOIN,O=C1CN(/N=C/c2ccc([N+](=O)[O-])o2)C(=O)N1,NXFQHRVNIOXGAQ-YCRREMRBSA-N,approved drug
NIFEDIPINE,COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1ccccc1[N+](=O)[O-],HYIMSNHJOBLJNT-UHFFFAOYSA-N,approved drug
NIACIN,O=C(O)c1cccnc1,PVNIIMVLHYAWGP-UHFFFAOYSA-N,approved drug
NAPROXEN,COc1ccc2cc([C@H](C)C(=O)O)ccc2c1,CMWTZPSULFXXJA-VIFPVBQESA-N,approved drug
NADIDE,NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c1,BAWFJGJZGIEFAR-NNYOXOHSSA-N,approved drug
METRONIDAZOLE,Cc1ncc([N+](=O)[O-])n1CCO,VAOCPAMSLUNLGC-UHFFFAOYSA-N,approved drug
METHYLTHIOURACIL,Cc1cc(=O)[nH]c(=S)[nH]1,HWGBHCRJGXAGEU-UHFFFAOYSA-N,approved drug
METHYLDOPA,C[C@](N)(Cc1ccc(O)c(O)c1)C(=O)O,CJCSPKMFHVPWAR-JTQLQIEISA-N,approved drug
METHOXSALEN,COc1c2occc2cc2ccc(=O)oc12,QXKHYNVANLEOEG-UHFFFAOYSA-N,approved drug
METHOCARBAMOL,COc1ccccc1OCC(O)COC(N)=O,GNXFOGHNGIVQEH-UHFFFAOYSA-N,approved drug
METHENAMINE,C1N2CN3CN1CN(C2)C3,VKYKSIONXSXAKP-UHFFFAOYSA-N,approved drug
orciprenaline,CC(C)NCC(O)c1cc(O)cc(O)c1,LMOINURANNBYCM-UHFFFAOYSA-N,approved drug
MERCAPTOPURINE,S=c1nc[nH]c2nc[nH]c12,GLVAUDGFNGKCSF-UHFFFAOYSA-N,approved drug
MELPHALAN,N[C@@H](Cc1ccc(N(CCCl)CCCl)cc1)C(=O)O,SGDBTWWWUNNDEQ-LBPRGKRZSA-N,approved drug
NEFOPAM,CN1CCOC(c2ccccc2)c2ccccc2C1,RGPDEAGGEXEMMM-UHFFFAOYSA-N,approved drug
PIMOZIDE,O=c1[nH]c2ccccc2n1C1CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1,YVUQSNJEYSNKRX-UHFFFAOYSA-N,approved drug
NICERGOLINE,CO[C@]12C[C@@H](COC(=O)c3cncc(Br)c3)CN(C)[C@@H]1Cc1cn(C)c3cccc2c13,YSEXMKHXIOCEJA-FVFQAYNVSA-N,approved drug
GERANIOL,CC(C)=CCC/C(C)=C/CO,GLZPCOQZEFWAFX-JXMROGBWSA-N,approved drug
DALFAMPRIDINE,Nc1ccncc1,NUKYPUAOHBNCPY-UHFFFAOYSA-N,approved drug
CAPSAICIN,COc1cc(CNC(=O)CCCC/C=C/C(C)C)ccc1O,YKPUWZUDDOIDPM-SOFGYWHQSA-N,approved drug
ATENOLOL,CC(C)NCC(O)COc1ccc(CC(N)=O)cc1,METKIMKYRPQLGS-UHFFFAOYSA-N,approved drug
ACECLIDINE,CC(=O)OC1CN2CCC1CC2,WRJPSSPFHGNBMG-UHFFFAOYSA-N,approved drug
PROGLUMIDE,CCCN(CCC)C(=O)C(CCC(=O)O)NC(=O)c1ccccc1,DGMKFQYCZXERLX-UHFFFAOYSA-N,approved drug
MECLOCYCLINE SULFOSALICYLATE,C=C1c2c(Cl)ccc(O)c2C(=O)C2=C(O)[C@]3(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@H]12.O=C(O)c1cc(S(=O)(=O)O)ccc1O,FYSVKUUNXYGFLA-CCHMMTNSSA-N,approved drug
MEBHYDROLIN,CN1CCc2c(c3ccccc3n2Cc2ccccc2)C1,FQQIIPAOSKSOJM-UHFFFAOYSA-N,approved drug
MEBENDAZOLE,COC(=O)Nc1nc2cc(C(=O)c3ccccc3)ccc2[nH]1,OPXLLQIJSORQAM-UHFFFAOYSA-N,approved drug
PROBUCOL,CC(C)(Sc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1)Sc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,FYPMFJGVHOHGLL-UHFFFAOYSA-N,approved drug
MEFENAMIC ACID,Cc1cccc(Nc2ccccc2C(=O)O)c1C,HYYBABOKPJLUIN-UHFFFAOYSA-N,approved drug
FENBENDAZOLE,COC(=O)Nc1nc2ccc(Sc3ccccc3)cc2[nH]1,HDDSHPAODJUKPD-UHFFFAOYSA-N,approved drug
MECHLORETHAMINE,CN(CCCl)CCCl,HAWPXGHAZFHHAD-UHFFFAOYSA-N,approved drug
LEVONORDEFRIN,C[C@H](N)[C@H](O)c1ccc(O)c(O)c1,GEFQWZLICWMTKF-CDUCUWFYSA-N,approved drug
LACTULOSE,OC[C@H]1O[C@](O)(CO)[C@@H](O)[C@@H]1O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O,JCQLYHFGKNRPGE-FCVZTGTOSA-N,approved drug
ISOSORBIDE DINITRATE,O=[N+]([O-])O[C@H]1CO[C@H]2[C@@H]1OC[C@H]2O[N+](=O)[O-],MOYKHGMNXAOIAT-JGWLITMVSA-N,approved drug
ISONIAZID,NNC(=O)c1ccncc1,QRXWMOHMRWLFEY-UHFFFAOYSA-N,approved drug
Diiodohydroxyquinoline,Oc1c(I)cc(I)c2cccnc12,UXZFQZANDVDGMM-UHFFFAOYSA-N,approved drug
INOSITOL,O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](O)[C@H]1O,CDAISMWEOUEBRE-GPIVLXJGSA-N,approved drug
INDOPROFEN,CC(C(=O)O)c1ccc(N2Cc3ccccc3C2=O)cc1,RJMIEHBSYVWVIN-UHFFFAOYSA-N,approved drug
MALATHION,CCOC(=O)CC(SP(=S)(OC)OC)C(=O)OCC,JXSJBGJIGXNWCI-UHFFFAOYSA-N,approved drug
DL-alpha-Tocopherol,Cc1c(C)c2c(c(C)c1O)CCC(C)(CCCC(C)CCCC(C)CCCC(C)C)O2,GVJHHUAWPYXKBD-UHFFFAOYSA-N,approved drug
HESPERETIN,COc1ccc([C@@H]2CC(=O)c3c(O)cc(O)cc3O2)cc1O,AIONOLUJZLIMTK-AWEZNQCLSA-N,approved drug
Phenylbutyric acid,O=C(O)CCCc1ccccc1,OBKXEAXTFZPCHS-UHFFFAOYSA-N,approved drug
PHENYL AMINOSALICYLATE,Nc1ccc(C(=O)Oc2ccccc2)c(O)c1,DNVVZWSVACQWJE-UHFFFAOYSA-N,approved drug
SALICYLANILIDE,O=C(Nc1ccccc1)c1ccccc1O,WKEDVNSFRWHDNR-UHFFFAOYSA-N,approved drug
BERGAPTEN,COc1c2ccoc2cc2oc(=O)ccc12,BGEBZHIAGXMEMV-UHFFFAOYSA-N,approved drug
ARBUTIN,OC[C@H]1O[C@@H](Oc2ccc(O)cc2)[C@H](O)[C@@H](O)[C@@H]1O,BJRNKVDFDLYUGJ-RMPHRYRLSA-N,approved drug
vidarabine,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O,OIRDTQYFTABQOQ-UHTZMRCNSA-N,approved drug
UREA,NC(N)=O,XSQUKJJJFZCRTK-UHFFFAOYSA-N,approved drug
TRYPTOPHAN,N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O,QIVBCDIJIAJPQS-VIFPVBQESA-N,approved drug
TROPICAMIDE,CCN(Cc1ccncc1)C(=O)C(CO)c1ccccc1,BGDKAVGWHJFAGW-UHFFFAOYSA-N,approved drug
TRIOXSALEN,Cc1cc2cc3c(C)cc(=O)oc3c(C)c2o1,FMHHVULEAZTJMA-UHFFFAOYSA-N,approved drug
TRIMETHOPRIM,COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,IEDVJHCEMCRBQM-UHFFFAOYSA-N,approved drug
TRICHLORMETHIAZIDE,NS(=O)(=O)c1cc2c(cc1Cl)NC(C(Cl)Cl)NS2(=O)=O,LMJSLTNSBFUCMU-UHFFFAOYSA-N,approved drug
TRIAMTERENE,Nc1nc(N)c2nc(-c3ccccc3)c(N)nc2n1,FNYLWPVRPXGIIP-UHFFFAOYSA-N,approved drug
CHLORQUINALDOL,Cc1ccc2c(Cl)cc(Cl)c(O)c2n1,GPTXWRGISTZRIO-UHFFFAOYSA-N,approved drug
MEQUINOL,COc1ccc(O)cc1,NWVVVBRKAWDGAB-UHFFFAOYSA-N,approved drug
dantron,O=C1c2cccc(O)c2C(=O)c2c(O)cccc21,QBPFLULOKWLNNW-UHFFFAOYSA-N,approved drug
GENTISIC ACID,O=C(O)c1cc(O)ccc1O,WXTMDXOMEHJXQO-UHFFFAOYSA-N,approved drug
KHELLIN,COc1c2occc2c(OC)c2c(=O)cc(C)oc12,HSMPDPBYAYSOBC-UHFFFAOYSA-N,approved drug
TYRAMINE,NCCc1ccc(O)cc1,DZGWFCGJZKJUFP-UHFFFAOYSA-N,approved drug
CIANIDANOL,Oc1cc(O)c2c(c1)O[C@H](c1ccc(O)c(O)c1)[C@@H](O)C2,PFTAWBLQPZVEMU-DZGCQCFKSA-N,approved drug
METHYLCHROMONE,Cc1coc2ccccc2c1=O,ABJKIHHNDMEBNA-UHFFFAOYSA-N,approved drug
